ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
252
ITEM: BOX BOUNDS pp pp pp
-50 50
-50 50
0 58.4828
ITEM: ATOMS id type xu yu zu
 1 1 1.64594 0.792644 4.17735
 2 1 0.667426 1.70057 4.64149
 3 1 0.406514 1.78105 6.03394
 4 1 -0.913429 1.58211 6.49809
 5 1 1.82686 0 0
 6 1 1.33918 1.24258 0.464149
 7 1 1.13903 1.4283 1.8566
 8 1 -0.136521 1.82175 2.32075
 9 1 -0.406514 1.78105 3.7132
 10 1 -1.50942 1.02911 4.17735
 11 1 -1.64594 0.792644 5.56979
 12 1 -1.7457 -0.538476 6.03394
 13 1 -1.13903 1.4283 1.39245
 14 1 -1.80645 0.272279 1.8566
 15 1 -1.82686 1.03501e-15 3.24905
 16 1 -1.33918 -1.24258 3.7132
 17 1 -1.13903 -1.4283 5.10564
 18 1 0.136521 -1.82175 5.56979
 19 1 -1.64594 -0.792644 0.928299
 20 1 -0.667426 -1.70057 1.39245
 21 1 -0.406514 -1.78105 2.7849
 22 1 0.913429 -1.58211 3.24905
 23 1 1.13903 -1.4283 4.64149
 24 1 1.80645 -0.272279 5.10564
 25 1 0.406514 -1.78105 0.464149
 26 1 1.50942 -1.02911 0.928299
 27 1 1.64594 -0.792644 2.32075
 28 1 1.7457 0.538476 2.7849
 29 1 1.64594 0.792644 10.6754
 30 1 0.667426 1.70057 11.1396
 31 1 0.406514 1.78105 12.532
 32 1 -0.913429 1.58211 12.9962
 33 1 1.82686 0 6.49809
 34 1 1.33918 1.24258 6.96224
 35 1 1.13903 1.4283 8.35469
 36 1 -0.136521 1.82175 8.81884
 37 1 -0.406514 1.78105 10.2113
 38 1 -1.50942 1.02911 10.6754
 39 1 -1.64594 0.792644 12.0679
 40 1 -1.7457 -0.538476 12.532
 41 1 -1.13903 1.4283 7.89054
 42 1 -1.80645 0.272279 8.35469
 43 1 -1.82686 1.03501e-15 9.74714
 44 1 -1.33918 -1.24258 10.2113
 45 1 -1.13903 -1.4283 11.6037
 46 1 0.136521 -1.82175 12.0679
 47 1 -1.64594 -0.792644 7.42639
 48 1 -0.667426 -1.70057 7.89054
 49 1 -0.406514 -1.78105 9.28299
 50 1 0.913429 -1.58211 9.74714
 51 1 1.13903 -1.4283 11.1396
 52 1 1.80645 -0.272279 11.6037
 53 1 0.406514 -1.78105 6.96224
 54 1 1.50942 -1.02911 7.42639
 55 1 1.64594 -0.792644 8.81884
 56 1 1.7457 0.538476 9.28299
 57 1 1.64594 0.792644 17.1735
 58 1 0.667426 1.70057 17.6377
 59 1 0.406514 1.78105 19.0301
 60 1 -0.913429 1.58211 19.4943
 61 1 1.82686 0 12.9962
 62 1 1.33918 1.24258 13.4603
 63 1 1.13903 1.4283 14.8528
 64 1 -0.136521 1.82175 15.3169
 65 1 -0.406514 1.78105 16.7094
 66 1 -1.50942 1.02911 17.1735
 67 1 -1.64594 0.792644 18.566
 68 1 -1.7457 -0.538476 19.0301
 69 1 -1.13903 1.4283 14.3886
 70 1 -1.80645 0.272279 14.8528
 71 1 -1.82686 1.03501e-15 16.2452
 72 1 -1.33918 -1.24258 16.7094
 73 1 -1.13903 -1.4283 18.1018
 74 1 0.136521 -1.82175 18.566
 75 1 -1.64594 -0.792644 13.9245
 76 1 -0.667426 -1.70057 14.3886
 77 1 -0.406514 -1.78105 15.7811
 78 1 0.913429 -1.58211 16.2452
 79 1 1.13903 -1.4283 17.6377
 80 1 1.80645 -0.272279 18.1018
 81 1 0.406514 -1.78105 13.4603
 82 1 1.50942 -1.02911 13.9245
 83 1 1.64594 -0.792644 15.3169
 84 1 1.7457 0.538476 15.7811
 85 1 1.64594 0.792644 23.6716
 86 1 0.667426 1.70057 24.1358
 87 1 0.406514 1.78105 25.5282
 88 1 -0.913429 1.58211 25.9924
 89 1 1.82686 0 19.4943
 90 1 1.33918 1.24258 19.9584
 91 1 1.13903 1.4283 21.3509
 92 1 -0.136521 1.82175 21.815
 93 1 -0.406514 1.78105 23.2075
 94 1 -1.50942 1.02911 23.6716
 95 1 -1.64594 0.792644 25.0641
 96 1 -1.7457 -0.538476 25.5282
 97 1 -1.13903 1.4283 20.8867
 98 1 -1.80645 0.272279 21.3509
 99 1 -1.82686 1.03501e-15 22.7433
 100 1 -1.33918 -1.24258 23.2075
 101 1 -1.13903 -1.4283 24.5999
 102 1 0.136521 -1.82175 25.0641
 103 1 -1.64594 -0.792644 20.4226
 104 1 -0.667426 -1.70057 20.8867
 105 1 -0.406514 -1.78105 22.2792
 106 1 0.913429 -1.58211 22.7433
 107 1 1.13903 -1.4283 24.1358
 108 1 1.80645 -0.272279 24.5999
 109 1 0.406514 -1.78105 19.9584
 110 1 1.50942 -1.02911 20.4226
 111 1 1.64594 -0.792644 21.815
 112 1 1.7457 0.538476 22.2792
 113 1 1.64594 0.792644 30.1697
 114 1 0.667426 1.70057 30.6339
 115 1 0.406514 1.78105 32.0263
 116 1 -0.913429 1.58211 32.4905
 117 1 1.82686 0 25.9924
 118 1 1.33918 1.24258 26.4565
 119 1 1.13903 1.4283 27.849
 120 1 -0.136521 1.82175 28.3131
 121 1 -0.406514 1.78105 29.7056
 122 1 -1.50942 1.02911 30.1697
 123 1 -1.64594 0.792644 31.5622
 124 1 -1.7457 -0.538476 32.0263
 125 1 -1.13903 1.4283 27.3848
 126 1 -1.80645 0.272279 27.849
 127 1 -1.82686 1.03501e-15 29.2414
 128 1 -1.33918 -1.24258 29.7056
 129 1 -1.13903 -1.4283 31.098
 130 1 0.136521 -1.82175 31.5622
 131 1 -1.64594 -0.792644 26.9207
 132 1 -0.667426 -1.70057 27.3848
 133 1 -0.406514 -1.78105 28.7773
 134 1 0.913429 -1.58211 29.2414
 135 1 1.13903 -1.4283 30.6339
 136 1 1.80645 -0.272279 31.098
 137 1 0.406514 -1.78105 26.4565
 138 1 1.50942 -1.02911 26.9207
 139 1 1.64594 -0.792644 28.3131
 140 1 1.7457 0.538476 28.7773
 141 1 1.64594 0.792644 36.6678
 142 1 0.667426 1.70057 37.132
 143 1 0.406514 1.78105 38.5244
 144 1 -0.913429 1.58211 38.9886
 145 1 1.82686 0 32.4905
 146 1 1.33918 1.24258 32.9546
 147 1 1.13903 1.4283 34.3471
 148 1 -0.136521 1.82175 34.8112
 149 1 -0.406514 1.78105 36.2037
 150 1 -1.50942 1.02911 36.6678
 151 1 -1.64594 0.792644 38.0603
 152 1 -1.7457 -0.538476 38.5244
 153 1 -1.13903 1.4283 33.8829
 154 1 -1.80645 0.272279 34.3471
 155 1 -1.82686 1.03501e-15 35.7395
 156 1 -1.33918 -1.24258 36.2037
 157 1 -1.13903 -1.4283 37.5961
 158 1 0.136521 -1.82175 38.0603
 159 1 -1.64594 -0.792644 33.4188
 160 1 -0.667426 -1.70057 33.8829
 161 1 -0.406514 -1.78105 35.2754
 162 1 0.913429 -1.58211 35.7395
 163 1 1.13903 -1.4283 37.132
 164 1 1.80645 -0.272279 37.5961
 165 1 0.406514 -1.78105 32.9546
 166 1 1.50942 -1.02911 33.4188
 167 1 1.64594 -0.792644 34.8112
 168 1 1.7457 0.538476 35.2754
 169 1 1.64594 0.792644 43.1659
 170 1 0.667426 1.70057 43.63
 171 1 0.406514 1.78105 45.0225
 172 1 -0.913429 1.58211 45.4866
 173 1 1.82686 0 38.9886
 174 1 1.33918 1.24258 39.4527
 175 1 1.13903 1.4283 40.8451
 176 1 -0.136521 1.82175 41.3093
 177 1 -0.406514 1.78105 42.7017
 178 1 -1.50942 1.02911 43.1659
 179 1 -1.64594 0.792644 44.5583
 180 1 -1.7457 -0.538476 45.0225
 181 1 -1.13903 1.4283 40.381
 182 1 -1.80645 0.272279 40.8451
 183 1 -1.82686 1.03501e-15 42.2376
 184 1 -1.33918 -1.24258 42.7017
 185 1 -1.13903 -1.4283 44.0942
 186 1 0.136521 -1.82175 44.5583
 187 1 -1.64594 -0.792644 39.9169
 188 1 -0.667426 -1.70057 40.381
 189 1 -0.406514 -1.78105 41.7734
 190 1 0.913429 -1.58211 42.2376
 191 1 1.13903 -1.4283 43.63
 192 1 1.80645 -0.272279 44.0942
 193 1 0.406514 -1.78105 39.4527
 194 1 1.50942 -1.02911 39.9169
 195 1 1.64594 -0.792644 41.3093
 196 1 1.7457 0.538476 41.7734
 197 1 1.64594 0.792644 49.664
 198 1 0.667426 1.70057 50.1281
 199 1 0.406514 1.78105 51.5206
 200 1 -0.913429 1.58211 51.9847
 201 1 1.82686 0 45.4866
 202 1 1.33918 1.24258 45.9508
 203 1 1.13903 1.4283 47.3432
 204 1 -0.136521 1.82175 47.8074
 205 1 -0.406514 1.78105 49.1998
 206 1 -1.50942 1.02911 49.664
 207 1 -1.64594 0.792644 51.0564
 208 1 -1.7457 -0.538476 51.5206
 209 1 -1.13903 1.4283 46.8791
 210 1 -1.80645 0.272279 47.3432
 211 1 -1.82686 1.03501e-15 48.7357
 212 1 -1.33918 -1.24258 49.1998
 213 1 -1.13903 -1.4283 50.5923
 214 1 0.136521 -1.82175 51.0564
 215 1 -1.64594 -0.792644 46.4149
 216 1 -0.667426 -1.70057 46.8791
 217 1 -0.406514 -1.78105 48.2715
 218 1 0.913429 -1.58211 48.7357
 219 1 1.13903 -1.4283 50.1281
 220 1 1.80645 -0.272279 50.5923
 221 1 0.406514 -1.78105 45.9508
 222 1 1.50942 -1.02911 46.4149
 223 1 1.64594 -0.792644 47.8074
 224 1 1.7457 0.538476 48.2715
 225 1 1.64594 0.792644 56.1621
 226 1 0.667426 1.70057 56.6262
 227 1 0.406514 1.78105 58.0187
 228 1 -0.913429 1.58211 58.4828
 229 1 1.82686 0 51.9847
 230 1 1.33918 1.24258 52.4489
 231 1 1.13903 1.4283 53.8413
 232 1 -0.136521 1.82175 54.3055
 233 1 -0.406514 1.78105 55.6979
 234 1 -1.50942 1.02911 56.1621
 235 1 -1.64594 0.792644 57.5545
 236 1 -1.7457 -0.538476 58.0187
 237 1 -1.13903 1.4283 53.3772
 238 1 -1.80645 0.272279 53.8413
 239 1 -1.82686 1.03501e-15 55.2338
 240 1 -1.33918 -1.24258 55.6979
 241 1 -1.13903 -1.4283 57.0904
 242 1 0.136521 -1.82175 57.5545
 243 1 -1.64594 -0.792644 52.913
 244 1 -0.667426 -1.70057 53.3772
 245 1 -0.406514 -1.78105 54.7696
 246 1 0.913429 -1.58211 55.2338
 247 1 1.13903 -1.4283 56.6262
 248 1 1.80645 -0.272279 57.0904
 249 1 0.406514 -1.78105 52.4489
 250 1 1.50942 -1.02911 52.913
 251 1 1.64594 -0.792644 54.3055
 252 1 1.7457 0.538476 54.7696
